pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result,expected,exprs-total-size,exprs-details,adheres,smt-result
299131347,CLIA_Track/fg_array_sum_7_5.sl,4786927,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,timeout (wallclock),3599.45,3600.02,610880.0,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131348,CLIA_Track/fg_array_sum_7_5.sl,4786927,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,0.044274,0.040902,113120.0,correct,correct,1113,(findSum 1113),true,sat
299131349,CLIA_Track/fg_array_sum_7_5.sl,4786927,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,0.056326,0.0533111,113120.0,correct,correct,1113,(findSum 1113),true,sat
299131350,CLIA_Track/fg_array_sum_7_5.sl,4786927,DryadSynth,12292,autothreads,223920,timeout (wallclock),14265.9,3600.08,4.3202588E7,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131351,CLIA_Track/fg_array_sum_7_5.sl,4786927,DryadSynth,12292,default,223921,timeout (wallclock),14285.6,3600.07,4.0107648E7,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131352,CLIA_Track/fg_array_sum_7_5.sl,4786927,DryadSynth,12292,fallback,223922,timeout (wallclock),3600.69,3600.04,3.5695304E7,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131353,CLIA_Track/fg_array_sum_7_5.sl,4786927,DryadSynth,12292,timeout_change,223923,timeout (wallclock),14294.8,3600.04,3.9946204E7,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131354,CLIA_Track/fg_array_sum_8_15.sl,4786928,EUSolver,11893,default,219860,complete,11.5364,11.5379,337876.0,correct,correct,1126,(findSum 1126),true,sat
299131355,CLIA_Track/fg_array_sum_8_15.sl,4786928,EUSolver_new,11898,default,219869,complete,10.8489,10.8548,337876.0,correct,correct,1126,(findSum 1126),true,sat
299131356,CLIA_Track/fg_array_sum_8_15.sl,4786928,Euphony,11902,default,219874,complete,9.60521,9.60819,346332.0,correct,correct,1138,(findSum 1138),true,sat
299131357,CLIA_Track/fg_array_sum_8_15.sl,4786928,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,timeout (wallclock),3599.47,3600.02,560728.0,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131358,CLIA_Track/fg_array_sum_8_15.sl,4786928,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,0.062103,0.059829,113120.0,correct,correct,1692,(findSum 1692),true,sat
299131359,CLIA_Track/fg_array_sum_8_15.sl,4786928,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,timeout (wallclock),3599.52,3600.02,613140.0,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131360,CLIA_Track/fg_array_sum_8_15.sl,4786928,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,0.055177,0.0511041,113120.0,correct,correct,1692,(findSum 1692),true,sat
299131361,CLIA_Track/fg_array_sum_8_15.sl,4786928,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,0.069288,0.0657321,113120.0,correct,correct,1692,(findSum 1692),true,sat
299131362,CLIA_Track/fg_array_sum_8_15.sl,4786928,DryadSynth,12292,autothreads,223920,timeout (wallclock),14234.9,3600.14,4.1230492E7,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131363,CLIA_Track/fg_array_sum_8_15.sl,4786928,DryadSynth,12292,default,223921,timeout (wallclock),14285.5,3600.07,3.9422912E7,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131364,CLIA_Track/fg_array_sum_8_15.sl,4786928,DryadSynth,12292,fallback,223922,timeout (wallclock),3602.92,3600.05,3.6090312E7,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131365,CLIA_Track/fg_array_sum_8_15.sl,4786928,DryadSynth,12292,timeout_change,223923,timeout (wallclock),14289.9,3600.04,3.8557284E7,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131366,CLIA_Track/fg_array_sum_8_5.sl,4786929,EUSolver,11893,default,219860,complete,10.9647,10.9687,337872.0,correct,correct,1126,(findSum 1126),true,sat
299131367,CLIA_Track/fg_array_sum_8_5.sl,4786929,EUSolver_new,11898,default,219869,complete,10.8082,10.8139,338136.0,correct,correct,1126,(findSum 1126),true,sat
299131368,CLIA_Track/fg_array_sum_8_5.sl,4786929,Euphony,11902,default,219874,complete,9.51048,9.51215,346300.0,correct,correct,1138,(findSum 1138),true,sat
299131369,CLIA_Track/fg_array_sum_8_5.sl,4786929,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,timeout (wallclock),3599.55,3600.11,541180.0,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131370,CLIA_Track/fg_array_sum_8_5.sl,4786929,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,0.066036,0.061339,113120.0,correct,correct,1692,(findSum 1692),true,sat
299131371,CLIA_Track/fg_array_sum_8_5.sl,4786929,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,timeout (wallclock),3599.67,3600.02,608060.0,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131372,CLIA_Track/fg_array_sum_8_5.sl,4786929,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,0.055145,0.0520769,113120.0,correct,correct,1692,(findSum 1692),true,sat
299131373,CLIA_Track/fg_array_sum_8_5.sl,4786929,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,0.071889,0.067528,113120.0,correct,correct,1692,(findSum 1692),true,sat
299131374,CLIA_Track/fg_array_sum_8_5.sl,4786929,DryadSynth,12292,autothreads,223920,timeout (wallclock),14227.2,3600.02,4.36266E7,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131375,CLIA_Track/fg_array_sum_8_5.sl,4786929,DryadSynth,12292,default,223921,timeout (wallclock),14287.2,3600.08,3.9350888E7,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131376,CLIA_Track/fg_array_sum_8_5.sl,4786929,DryadSynth,12292,fallback,223922,timeout (wallclock),3603.12,3600.05,3.615586E7,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131377,CLIA_Track/fg_array_sum_8_5.sl,4786929,DryadSynth,12292,timeout_change,223923,timeout (wallclock),14158.1,3600.04,3.942798E7,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131378,CLIA_Track/fg_array_sum_9_15.sl,4786930,EUSolver,11893,default,219860,complete,31.0286,31.9271,338148.0,correct,correct,1539,(findSum 1539),true,sat
299131379,CLIA_Track/fg_array_sum_9_15.sl,4786930,EUSolver_new,11898,default,219869,complete,31.1817,32.9653,338408.0,correct,correct,1539,(findSum 1539),true,sat
299131380,CLIA_Track/fg_array_sum_9_15.sl,4786930,Euphony,11902,default,219874,complete,54.5842,27.3569,346508.0,correct,correct,953,(findSum 953),true,sat
299131381,CLIA_Track/fg_array_sum_9_15.sl,4786930,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,timeout (wallclock),3599.53,3600.01,562200.0,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131382,CLIA_Track/fg_array_sum_9_15.sl,4786930,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,0.085638,0.079132,113120.0,correct,correct,2433,(findSum 2433),true,sat
299131383,CLIA_Track/fg_array_sum_9_15.sl,4786930,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,timeout (wallclock),3599.53,3600.01,564560.0,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131384,CLIA_Track/fg_array_sum_9_15.sl,4786930,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,0.069207,0.0627219,113120.0,correct,correct,2433,(findSum 2433),true,sat
299131385,CLIA_Track/fg_array_sum_9_15.sl,4786930,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,0.095881,0.0904159,113120.0,correct,correct,2433,(findSum 2433),true,sat
299131386,CLIA_Track/fg_array_sum_9_15.sl,4786930,DryadSynth,12292,autothreads,223920,timeout (wallclock),14193.9,3600.09,4.1560248E7,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131387,CLIA_Track/fg_array_sum_9_15.sl,4786930,DryadSynth,12292,default,223921,timeout (wallclock),14286.8,3600.05,3.9061592E7,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131388,CLIA_Track/fg_array_sum_9_15.sl,4786930,DryadSynth,12292,fallback,223922,timeout (wallclock),3601.96,3600.02,3.5709132E7,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131389,CLIA_Track/fg_array_sum_9_15.sl,4786930,DryadSynth,12292,timeout_change,223923,timeout (wallclock),14276.8,3600.05,3.9137936E7,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131390,CLIA_Track/fg_array_sum_9_5.sl,4786931,EUSolver,11893,default,219860,complete,31.886,31.9251,338404.0,correct,correct,1539,(findSum 1539),true,sat
299131391,CLIA_Track/fg_array_sum_9_5.sl,4786931,EUSolver_new,11898,default,219869,complete,30.875,30.8888,338148.0,correct,correct,1539,(findSum 1539),true,sat
299131392,CLIA_Track/fg_array_sum_9_5.sl,4786931,Euphony,11902,default,219874,complete,27.3158,27.3171,347012.0,correct,correct,953,(findSum 953),true,sat
299131393,CLIA_Track/fg_array_sum_9_5.sl,4786931,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,timeout (wallclock),3600.0,3600.01,561284.0,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131394,CLIA_Track/fg_array_sum_9_5.sl,4786931,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,0.085497,0.079229,113120.0,correct,correct,2433,(findSum 2433),true,sat
299131395,CLIA_Track/fg_array_sum_9_5.sl,4786931,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,timeout (wallclock),3599.65,3600.1,555540.0,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131396,CLIA_Track/fg_array_sum_9_5.sl,4786931,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,0.069484,0.0631259,113120.0,correct,correct,2433,(findSum 2433),true,sat
299131397,CLIA_Track/fg_array_sum_9_5.sl,4786931,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,0.095924,0.0886691,113120.0,correct,correct,2433,(findSum 2433),true,sat
299131398,CLIA_Track/fg_array_sum_9_5.sl,4786931,DryadSynth,12292,autothreads,223920,timeout (wallclock),14257.1,3600.03,4.398582E7,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131399,CLIA_Track/fg_array_sum_9_5.sl,4786931,DryadSynth,12292,default,223921,timeout (wallclock),14270.5,3600.04,3.9631204E7,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131400,CLIA_Track/fg_array_sum_9_5.sl,4786931,DryadSynth,12292,fallback,223922,timeout (wallclock),3602.0,3600.04,3.5779272E7,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131401,CLIA_Track/fg_array_sum_9_5.sl,4786931,DryadSynth,12292,timeout_change,223923,timeout (wallclock),14286.0,3600.05,4.0343772E7,unsolved,correct,0,(findSum -1), n/a (not all solved),not-run
299131402,CLIA_Track/fg_eightfuncs.sl,4786932,EUSolver,11893,default,219860,complete,0.747504,0.747759,335344.0,correct,correct,44,(f1 5) (f2 7) (f3 11) (f4 7) (f5 7) (g1 3) (g2 1) (g3 3),true,sat
299131403,CLIA_Track/fg_eightfuncs.sl,4786932,EUSolver_new,11898,default,219869,complete,0.7445,0.745304,332476.0,correct,correct,44,(f1 5) (f2 7) (f3 11) (f4 7) (f5 7) (g1 3) (g2 1) (g3 3),true,sat
299131404,CLIA_Track/fg_eightfuncs.sl,4786932,Euphony,11902,default,219874,complete,1.65496,1.65599,349216.0,correct,correct,36,(f1 1) (f2 3) (f3 7) (f4 3) (f5 3) (g1 5) (g2 7) (g3 7),true,sat
299131405,CLIA_Track/fg_eightfuncs.sl,4786932,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,complete,0.601986,0.600852,260612.0,correct,correct,16,(f1 1) (f2 1) (f3 3) (f4 1) (f5 1) (g1 3) (g2 3) (g3 3),true,sat
299131406,CLIA_Track/fg_eightfuncs.sl,4786932,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,0.023479,0.025698,113120.0,correct,correct,30,(f1 3) (f2 6) (f3 6) (f4 6) (f5 6) (g1 1) (g2 1) (g3 1),true,sat
299131407,CLIA_Track/fg_eightfuncs.sl,4786932,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,complete,10.9765,10.9849,264244.0,correct,correct,16,(f1 1) (f2 1) (f3 3) (f4 1) (f5 1) (g1 3) (g2 3) (g3 3),true,sat
299131408,CLIA_Track/fg_eightfuncs.sl,4786932,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,0.024771,0.0245919,113120.0,correct,correct,30,(f1 3) (f2 6) (f3 6) (f4 6) (f5 6) (g1 1) (g2 1) (g3 1),true,sat
299131409,CLIA_Track/fg_eightfuncs.sl,4786932,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,0.025618,0.0252959,113120.0,correct,correct,30,(f1 3) (f2 6) (f3 6) (f4 6) (f5 6) (g1 1) (g2 1) (g3 1),true,sat
299131410,CLIA_Track/fg_eightfuncs.sl,4786932,DryadSynth,12292,autothreads,223920,complete,5.86846,2.49426,3.604002E7,correct,correct,24,(f1 1) (f2 1) (f3 4) (f4 1) (f5 1) (g1 4) (g2 6) (g3 6),true,sat
299131411,CLIA_Track/fg_eightfuncs.sl,4786932,DryadSynth,12292,default,223921,complete,2.13739,1.28124,3.5767336E7,correct,correct,24,(f1 1) (f2 1) (f3 4) (f4 1) (f5 1) (g1 4) (g2 6) (g3 6),true,sat
299131412,CLIA_Track/fg_eightfuncs.sl,4786932,DryadSynth,12292,fallback,223922,complete,0.916079,0.466157,113120.0,correct,correct,24,(f1 1) (f2 1) (f3 4) (f4 1) (f5 1) (g1 4) (g2 6) (g3 6),true,sat
299131413,CLIA_Track/fg_eightfuncs.sl,4786932,DryadSynth,12292,timeout_change,223923,complete,2.12904,2.48091,3.5767756E7,correct,correct,24,(f1 1) (f2 1) (f3 4) (f4 1) (f5 1) (g1 4) (g2 6) (g3 6),true,sat
299131414,CLIA_Track/fg_fivefuncs.sl,4786933,EUSolver,11893,default,219860,complete,0.709951,0.727901,297664.0,correct,correct,17,(f1 1) (f2 3) (f3 7) (f4 3) (f5 3),true,sat
299131415,CLIA_Track/fg_fivefuncs.sl,4786933,EUSolver_new,11898,default,219869,complete,0.725604,0.738124,327700.0,correct,correct,17,(f1 1) (f2 3) (f3 7) (f4 3) (f5 3),true,sat
299131416,CLIA_Track/fg_fivefuncs.sl,4786933,Euphony,11902,default,219874,complete,1.32896,1.34662,342972.0,correct,correct,17,(f1 1) (f2 3) (f3 7) (f4 3) (f5 3),true,sat
299131417,CLIA_Track/fg_fivefuncs.sl,4786933,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,complete,0.284272,0.283528,113120.0,correct,correct,7,(f1 1) (f2 1) (f3 3) (f4 1) (f5 1),true,sat
299131418,CLIA_Track/fg_fivefuncs.sl,4786933,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,0.0171,0.01642,113120.0,correct,correct,8,(f1 1) (f2 1) (f3 4) (f4 1) (f5 1),true,sat
299131419,CLIA_Track/fg_fivefuncs.sl,4786933,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,complete,0.207773,0.206821,113120.0,correct,correct,7,(f1 1) (f2 1) (f3 3) (f4 1) (f5 1),true,sat
299131420,CLIA_Track/fg_fivefuncs.sl,4786933,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,0.019382,0.019107,113120.0,correct,correct,8,(f1 1) (f2 1) (f3 4) (f4 1) (f5 1),true,sat
299131421,CLIA_Track/fg_fivefuncs.sl,4786933,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,0.018974,0.0196781,113120.0,correct,correct,8,(f1 1) (f2 1) (f3 4) (f4 1) (f5 1),true,sat
299131422,CLIA_Track/fg_fivefuncs.sl,4786933,DryadSynth,12292,autothreads,223920,complete,3.13955,1.46472,3.6037224E7,correct,correct,8,(f1 1) (f2 1) (f3 4) (f4 1) (f5 1),true,sat
299131423,CLIA_Track/fg_fivefuncs.sl,4786933,DryadSynth,12292,default,223921,complete,1.29333,0.60416,113120.0,correct,correct,8,(f1 1) (f2 1) (f3 4) (f4 1) (f5 1),true,sat
299131424,CLIA_Track/fg_fivefuncs.sl,4786933,DryadSynth,12292,fallback,223922,complete,0.673873,0.400424,113120.0,correct,correct,8,(f1 1) (f2 1) (f3 4) (f4 1) (f5 1),true,sat
299131425,CLIA_Track/fg_fivefuncs.sl,4786933,DryadSynth,12292,timeout_change,223923,complete,1.36716,0.659901,3.5766996E7,correct,correct,8,(f1 1) (f2 1) (f3 4) (f4 1) (f5 1),true,sat
299131426,CLIA_Track/fg_max10.sl,4786934,EUSolver,11893,default,219860,complete,4.55392,4.55477,337676.0,correct,correct,406,(max10 406),true,sat
299131427,CLIA_Track/fg_max10.sl,4786934,EUSolver_new,11898,default,219869,complete,4.60414,4.60867,337680.0,correct,correct,406,(max10 406),true,sat
299131428,CLIA_Track/fg_max10.sl,4786934,Euphony,11902,default,219874,complete,4.70913,4.70976,346612.0,correct,correct,406,(max10 406),true,sat
299131429,CLIA_Track/fg_max10.sl,4786934,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,timeout (wallclock),3599.7,3600.02,490368.0,unsolved,correct,0,(max10 -1), n/a (not all solved),not-run
299131430,CLIA_Track/fg_max10.sl,4786934,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,0.569305,0.56636,113120.0,correct,correct,775,(max10 775),true,sat
299131431,CLIA_Track/fg_max10.sl,4786934,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,timeout (wallclock),3599.48,3600.01,513672.0,unsolved,correct,0,(max10 -1), n/a (not all solved),not-run
299131432,CLIA_Track/fg_max10.sl,4786934,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,0.561369,0.559437,113120.0,correct,correct,775,(max10 775),true,sat
299131433,CLIA_Track/fg_max10.sl,4786934,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,0.571496,0.569809,113120.0,correct,correct,775,(max10 775),true,sat
299131434,CLIA_Track/fg_max10.sl,4786934,DryadSynth,12292,autothreads,223920,timeout (wallclock),14232.2,3600.09,4.0898448E7,unsolved,correct,0,(max10 -1), n/a (not all solved),not-run
299131435,CLIA_Track/fg_max10.sl,4786934,DryadSynth,12292,default,223921,timeout (wallclock),14279.7,3600.1,3.978338E7,unsolved,correct,0,(max10 -1), n/a (not all solved),not-run
299131436,CLIA_Track/fg_max10.sl,4786934,DryadSynth,12292,fallback,223922,timeout (wallclock),3602.03,3600.02,3.5922908E7,unsolved,correct,0,(max10 -1), n/a (not all solved),not-run
299131437,CLIA_Track/fg_max10.sl,4786934,DryadSynth,12292,timeout_change,223923,timeout (wallclock),14287.3,3600.05,3.9521432E7,unsolved,correct,0,(max10 -1), n/a (not all solved),not-run
299131438,CLIA_Track/fg_max11.sl,4786935,EUSolver,11893,default,219860,complete,9.84691,10.3508,338172.0,correct,correct,491,(max11 491),true,sat
299131439,CLIA_Track/fg_max11.sl,4786935,EUSolver_new,11898,default,219869,complete,9.89133,9.9692,338176.0,correct,correct,491,(max11 491),true,sat
299131440,CLIA_Track/fg_max11.sl,4786935,Euphony,11902,default,219874,complete,10.1101,10.117,346128.0,correct,correct,491,(max11 491),true,sat
299131441,CLIA_Track/fg_max11.sl,4786935,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,timeout (wallclock),3599.48,3600.12,533812.0,unsolved,correct,0,(max11 -1), n/a (not all solved),not-run
299131442,CLIA_Track/fg_max11.sl,4786935,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,1.05142,1.04906,257428.0,correct,correct,958,(max11 958),true,sat
299131443,CLIA_Track/fg_max11.sl,4786935,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,timeout (wallclock),3599.5,3600.02,498984.0,unsolved,correct,0,(max11 -1), n/a (not all solved),not-run
299131444,CLIA_Track/fg_max11.sl,4786935,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,1.54712,1.54697,258208.0,correct,correct,956,(max11 956),true,sat
299131445,CLIA_Track/fg_max11.sl,4786935,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,1.06106,1.05899,257428.0,correct,correct,958,(max11 958),true,sat
299131446,CLIA_Track/fg_max11.sl,4786935,DryadSynth,12292,autothreads,223920,timeout (wallclock),9851.41,3600.09,4.2878176E7,unsolved,correct,0,(max11 -1), n/a (not all solved),not-run
299131447,CLIA_Track/fg_max11.sl,4786935,DryadSynth,12292,default,223921,timeout (wallclock),14286.1,3600.06,4.10648E7,unsolved,correct,0,(max11 -1), n/a (not all solved),not-run
299131448,CLIA_Track/fg_max11.sl,4786935,DryadSynth,12292,fallback,223922,timeout (wallclock),3602.07,3600.09,3.5905892E7,unsolved,correct,0,(max11 -1), n/a (not all solved),not-run
299131449,CLIA_Track/fg_max11.sl,4786935,DryadSynth,12292,timeout_change,223923,timeout (wallclock),14271.7,3600.09,4.102056E7,unsolved,correct,0,(max11 -1), n/a (not all solved),not-run
299131450,CLIA_Track/fg_max12.sl,4786936,EUSolver,11893,default,219860,complete,13.438,13.4389,338124.0,correct,correct,584,(max12 584),true,sat
299131451,CLIA_Track/fg_max12.sl,4786936,EUSolver_new,11898,default,219869,complete,13.394,13.3956,338380.0,correct,correct,584,(max12 584),true,sat
299131452,CLIA_Track/fg_max12.sl,4786936,Euphony,11902,default,219874,complete,19.2315,19.232,346540.0,correct,correct,584,(max12 584),true,sat
299131453,CLIA_Track/fg_max12.sl,4786936,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,timeout (wallclock),3599.88,3600.02,501960.0,unsolved,correct,0,(max12 -1), n/a (not all solved),not-run
299131454,CLIA_Track/fg_max12.sl,4786936,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,2.14227,2.13875,258456.0,correct,correct,1158,(max12 1158),true,sat
299131455,CLIA_Track/fg_max12.sl,4786936,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,timeout (wallclock),3599.69,3600.12,497652.0,unsolved,correct,0,(max12 -1), n/a (not all solved),not-run
299131456,CLIA_Track/fg_max12.sl,4786936,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,6.94811,6.9459,265600.0,correct,correct,1156,(max12 1156),true,sat
299131457,CLIA_Track/fg_max12.sl,4786936,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,2.16161,2.15907,258456.0,correct,correct,1158,(max12 1158),true,sat
299131458,CLIA_Track/fg_max12.sl,4786936,DryadSynth,12292,autothreads,223920,timeout (wallclock),14244.3,3600.07,4.0188656E7,unsolved,correct,0,(max12 -1), n/a (not all solved),not-run
299131459,CLIA_Track/fg_max12.sl,4786936,DryadSynth,12292,default,223921,timeout (wallclock),14288.3,3600.06,3.8724172E7,unsolved,correct,0,(max12 -1), n/a (not all solved),not-run
299131460,CLIA_Track/fg_max12.sl,4786936,DryadSynth,12292,fallback,223922,timeout (wallclock),3602.17,3600.03,3.6039136E7,unsolved,correct,0,(max12 -1), n/a (not all solved),not-run
299131461,CLIA_Track/fg_max12.sl,4786936,DryadSynth,12292,timeout_change,223923,timeout (wallclock),14286.0,3600.04,4.124242E7,unsolved,correct,0,(max12 -1), n/a (not all solved),not-run
299131462,CLIA_Track/fg_max13.sl,4786937,EUSolver,11893,default,219860,complete,14.1103,14.1126,338464.0,correct,correct,685,(max13 685),true,sat
299131463,CLIA_Track/fg_max13.sl,4786937,EUSolver_new,11898,default,219869,complete,14.6057,14.6093,338208.0,correct,correct,685,(max13 685),true,sat
299131464,CLIA_Track/fg_max13.sl,4786937,Euphony,11902,default,219874,complete,10.1267,10.1279,346212.0,correct,correct,685,(max13 685),true,sat
299131465,CLIA_Track/fg_max13.sl,4786937,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,timeout (wallclock),3599.56,3600.11,501936.0,unsolved,correct,0,(max13 -1), n/a (not all solved),not-run
299131466,CLIA_Track/fg_max13.sl,4786937,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,3.80549,3.80158,261032.0,correct,correct,1378,(max13 1378),true,sat
299131467,CLIA_Track/fg_max13.sl,4786937,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,timeout (wallclock),3599.7,3600.01,487284.0,unsolved,correct,0,(max13 -1), n/a (not all solved),not-run
299131468,CLIA_Track/fg_max13.sl,4786937,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,17.3033,17.3013,276976.0,correct,correct,1375,(max13 1375),true,sat
299131469,CLIA_Track/fg_max13.sl,4786937,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,3.78989,3.78707,261032.0,correct,correct,1378,(max13 1378),true,sat
299131470,CLIA_Track/fg_max13.sl,4786937,DryadSynth,12292,autothreads,223920,timeout (wallclock),14251.6,3600.07,4.0323548E7,unsolved,correct,0,(max13 -1), n/a (not all solved),not-run
299131471,CLIA_Track/fg_max13.sl,4786937,DryadSynth,12292,default,223921,timeout (wallclock),14288.0,3600.03,3.9921944E7,unsolved,correct,0,(max13 -1), n/a (not all solved),not-run
299131472,CLIA_Track/fg_max13.sl,4786937,DryadSynth,12292,fallback,223922,timeout (wallclock),3602.25,3600.03,3.5907676E7,unsolved,correct,0,(max13 -1), n/a (not all solved),not-run
299131473,CLIA_Track/fg_max13.sl,4786937,DryadSynth,12292,timeout_change,223923,timeout (wallclock),14287.6,3600.05,3.980196E7,unsolved,correct,0,(max13 -1), n/a (not all solved),not-run
299131474,CLIA_Track/fg_max14.sl,4786938,EUSolver,11893,default,219860,complete,27.3209,27.3237,339796.0,correct,correct,794,(max14 794),true,sat
299131475,CLIA_Track/fg_max14.sl,4786938,EUSolver_new,11898,default,219869,complete,27.2732,27.2771,339800.0,correct,correct,794,(max14 794),true,sat
299131476,CLIA_Track/fg_max14.sl,4786938,Euphony,11902,default,219874,complete,26.0075,26.0078,346620.0,correct,correct,794,(max14 794),true,sat
299131477,CLIA_Track/fg_max14.sl,4786938,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,timeout (wallclock),3599.75,3600.11,491892.0,unsolved,correct,0,(max14 -1), n/a (not all solved),not-run
299131478,CLIA_Track/fg_max14.sl,4786938,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,5.85253,5.84683,261048.0,correct,correct,1619,(max14 1619),true,sat
299131479,CLIA_Track/fg_max14.sl,4786938,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,timeout (wallclock),3599.6,3600.02,464772.0,unsolved,correct,0,(max14 -1), n/a (not all solved),not-run
