pair id,benchmark,benchmark id,solver,solver id,configuration,configuration id,status,cpu time,wallclock time,memory usage,result,expected,exprs-total-size,exprs-details,adheres,smt-result
299131480,CLIA_Track/fg_max14.sl,4786938,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,148.668,148.671,329584.0,correct,correct,1613,(max14 1613),true,sat
299131481,CLIA_Track/fg_max14.sl,4786938,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,5.86098,5.85654,260512.0,correct,correct,1619,(max14 1619),true,sat
299131482,CLIA_Track/fg_max14.sl,4786938,DryadSynth,12292,autothreads,223920,timeout (wallclock),14202.3,3600.06,4.5110812E7,unsolved,correct,0,(max14 -1), n/a (not all solved),not-run
299131483,CLIA_Track/fg_max14.sl,4786938,DryadSynth,12292,default,223921,timeout (wallclock),14268.4,3600.06,4.1026644E7,unsolved,correct,0,(max14 -1), n/a (not all solved),not-run
299131484,CLIA_Track/fg_max14.sl,4786938,DryadSynth,12292,fallback,223922,timeout (wallclock),3602.37,3600.03,3.6105952E7,unsolved,correct,0,(max14 -1), n/a (not all solved),not-run
299131485,CLIA_Track/fg_max14.sl,4786938,DryadSynth,12292,timeout_change,223923,timeout (wallclock),14285.5,3600.08,4.114798E7,unsolved,correct,0,(max14 -1), n/a (not all solved),not-run
299131486,CLIA_Track/fg_max15.sl,4786939,EUSolver,11893,default,219860,complete,20.5418,20.5493,338708.0,correct,correct,794,(max15 794),true,sat
299131487,CLIA_Track/fg_max15.sl,4786939,EUSolver_new,11898,default,219869,complete,20.6267,20.6293,338456.0,correct,correct,794,(max15 794),true,sat
299131488,CLIA_Track/fg_max15.sl,4786939,Euphony,11902,default,219874,complete,14.7324,14.735,347164.0,correct,correct,794,(max15 794),true,sat
299131489,CLIA_Track/fg_max15.sl,4786939,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,timeout (wallclock),3599.77,3600.01,480964.0,unsolved,correct,0,(max15 -1), n/a (not all solved),not-run
299131490,CLIA_Track/fg_max15.sl,4786939,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,7.16093,7.1574,264872.0,correct,correct,1766,(max15 1766),true,sat
299131491,CLIA_Track/fg_max15.sl,4786939,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,timeout (wallclock),3599.58,3600.01,464924.0,unsolved,correct,0,(max15 -1), n/a (not all solved),not-run
299131492,CLIA_Track/fg_max15.sl,4786939,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,163.896,163.923,351232.0,correct,correct,1613,(max15 1613),true,sat
299131493,CLIA_Track/fg_max15.sl,4786939,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,7.16887,7.16542,264860.0,correct,correct,1766,(max15 1766),true,sat
299131494,CLIA_Track/fg_max15.sl,4786939,DryadSynth,12292,autothreads,223920,timeout (wallclock),14237.1,3600.04,4.0386024E7,unsolved,correct,0,(max15 -1), n/a (not all solved),not-run
299131495,CLIA_Track/fg_max15.sl,4786939,DryadSynth,12292,default,223921,timeout (wallclock),14284.9,3600.06,4.0492176E7,unsolved,correct,0,(max15 -1), n/a (not all solved),not-run
299131496,CLIA_Track/fg_max15.sl,4786939,DryadSynth,12292,fallback,223922,timeout (wallclock),3602.51,3600.03,3.6095704E7,unsolved,correct,0,(max15 -1), n/a (not all solved),not-run
299131497,CLIA_Track/fg_max15.sl,4786939,DryadSynth,12292,timeout_change,223923,timeout (wallclock),14287.5,3600.03,3.9445252E7,unsolved,correct,0,(max15 -1), n/a (not all solved),not-run
299131498,CLIA_Track/fg_max2.sl,4786940,EUSolver,11893,default,219860,complete,0.726861,0.728723,333256.0,correct,correct,14,(max2 14),true,sat
299131499,CLIA_Track/fg_max2.sl,4786940,EUSolver_new,11898,default,219869,complete,0.732907,0.73346,334940.0,correct,correct,14,(max2 14),true,sat
299131500,CLIA_Track/fg_max2.sl,4786940,Euphony,11902,default,219874,complete,0.922654,0.950794,345828.0,correct,correct,14,(max2 14),true,sat
299131501,CLIA_Track/fg_max2.sl,4786940,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,complete,0.081338,0.0808019,113120.0,correct,correct,6,(max2 6),true,sat
299131502,CLIA_Track/fg_max2.sl,4786940,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,0.012193,0.012072,113120.0,correct,correct,11,(max2 11),true,sat
299131503,CLIA_Track/fg_max2.sl,4786940,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,complete,0.242354,0.241698,113120.0,correct,correct,6,(max2 6),true,sat
299131504,CLIA_Track/fg_max2.sl,4786940,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,0.01432,0.0143539,113120.0,correct,correct,11,(max2 11),true,sat
299131505,CLIA_Track/fg_max2.sl,4786940,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,0.013893,0.015835,0.0,correct,correct,11,(max2 11),true,sat
299131506,CLIA_Track/fg_max2.sl,4786940,DryadSynth,12292,autothreads,223920,complete,2.80809,1.43309,3.6033984E7,correct,correct,11,(max2 11),true,sat
299131507,CLIA_Track/fg_max2.sl,4786940,DryadSynth,12292,default,223921,complete,1.55881,0.698825,3.576634E7,correct,correct,11,(max2 11),true,sat
299131508,CLIA_Track/fg_max2.sl,4786940,DryadSynth,12292,fallback,223922,complete,0.69453,0.437793,113120.0,correct,correct,11,(max2 11),true,sat
299131509,CLIA_Track/fg_max2.sl,4786940,DryadSynth,12292,timeout_change,223923,complete,1.32871,0.607706,3.576634E7,correct,correct,11,(max2 11),true,sat
299131510,CLIA_Track/fg_max3.sl,4786941,EUSolver,11893,default,219860,complete,0.833059,0.864686,337224.0,correct,correct,35,(max3 35),true,sat
299131511,CLIA_Track/fg_max3.sl,4786941,EUSolver_new,11898,default,219869,complete,0.838697,0.842552,337472.0,correct,correct,35,(max3 35),true,sat
299131512,CLIA_Track/fg_max3.sl,4786941,Euphony,11902,default,219874,complete,1.02841,1.03067,345636.0,correct,correct,35,(max3 35),true,sat
299131513,CLIA_Track/fg_max3.sl,4786941,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,complete,786.116,786.254,398376.0,correct,correct,15,(max3 15),true,sat
299131514,CLIA_Track/fg_max3.sl,4786941,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,0.015804,0.0156809,113120.0,correct,correct,42,(max3 42),true,sat
299131515,CLIA_Track/fg_max3.sl,4786941,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,complete,1279.89,1280.15,410920.0,correct,correct,15,(max3 15),true,sat
299131516,CLIA_Track/fg_max3.sl,4786941,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,0.017743,0.0175779,113120.0,correct,correct,40,(max3 40),true,sat
299131517,CLIA_Track/fg_max3.sl,4786941,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,0.017018,0.017034,113120.0,correct,correct,42,(max3 42),true,sat
299131518,CLIA_Track/fg_max3.sl,4786941,DryadSynth,12292,autothreads,223920,complete,27.1344,11.7923,3.702204E7,correct,correct,31,(max3 31),true,sat
299131519,CLIA_Track/fg_max3.sl,4786941,DryadSynth,12292,default,223921,complete,7.30567,2.5508,3.6094016E7,correct,correct,31,(max3 31),true,sat
299131520,CLIA_Track/fg_max3.sl,4786941,DryadSynth,12292,fallback,223922,complete,1.91015,1.26704,3.5627428E7,correct,correct,31,(max3 31),true,sat
299131521,CLIA_Track/fg_max3.sl,4786941,DryadSynth,12292,timeout_change,223923,complete,6.48848,2.31365,3.609466E7,correct,correct,31,(max3 31),true,sat
299131522,CLIA_Track/fg_max4.sl,4786942,EUSolver,11893,default,219860,complete,1.01124,1.01456,337316.0,correct,correct,64,(max4 64),true,sat
299131523,CLIA_Track/fg_max4.sl,4786942,EUSolver_new,11898,default,219869,complete,1.00873,1.00947,337572.0,correct,correct,64,(max4 64),true,sat
299131524,CLIA_Track/fg_max4.sl,4786942,Euphony,11902,default,219874,complete,1.2052,1.20604,346720.0,correct,correct,64,(max4 64),true,sat
299131525,CLIA_Track/fg_max4.sl,4786942,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,timeout (wallclock),3599.54,3600.01,481256.0,unsolved,correct,0,(max4 -1), n/a (not all solved),not-run
299131526,CLIA_Track/fg_max4.sl,4786942,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,0.021691,0.025605,113120.0,correct,correct,90,(max4 90),true,sat
299131527,CLIA_Track/fg_max4.sl,4786942,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,timeout (wallclock),3599.78,3600.1,520216.0,unsolved,correct,0,(max4 -1), n/a (not all solved),not-run
299131528,CLIA_Track/fg_max4.sl,4786942,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,0.021755,0.021705,113120.0,correct,correct,88,(max4 88),true,sat
299131529,CLIA_Track/fg_max4.sl,4786942,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,0.024386,0.023997,113120.0,correct,correct,90,(max4 90),true,sat
299131530,CLIA_Track/fg_max4.sl,4786942,DryadSynth,12292,autothreads,223920,complete,12712.3,3238.98,5.6072E7,correct,correct,71,(max4 71),true,sat
299131531,CLIA_Track/fg_max4.sl,4786942,DryadSynth,12292,default,223921,complete,3462.49,875.314,4.235094E7,correct,correct,71,(max4 71),true,sat
299131532,CLIA_Track/fg_max4.sl,4786942,DryadSynth,12292,fallback,223922,timeout (wallclock),3600.85,3600.06,3.575956E7,unsolved,correct,0,(max4 -1), n/a (not all solved),not-run
299131533,CLIA_Track/fg_max4.sl,4786942,DryadSynth,12292,timeout_change,223923,complete,5178.98,1306.08,4.238314E7,correct,correct,71,(max4 71),true,sat
299131534,CLIA_Track/fg_max5.sl,4786943,EUSolver,11893,default,219860,complete,0.955744,0.955954,337316.0,correct,correct,101,(max5 101),true,sat
299131535,CLIA_Track/fg_max5.sl,4786943,EUSolver_new,11898,default,219869,complete,0.963469,0.979993,337568.0,correct,correct,101,(max5 101),true,sat
299131536,CLIA_Track/fg_max5.sl,4786943,Euphony,11902,default,219874,complete,1.16089,1.16175,346692.0,correct,correct,101,(max5 101),true,sat
299131537,CLIA_Track/fg_max5.sl,4786943,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,timeout (wallclock),3599.57,3600.1,476960.0,unsolved,correct,0,(max5 -1), n/a (not all solved),not-run
299131538,CLIA_Track/fg_max5.sl,4786943,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,0.034439,0.0345091,113120.0,correct,correct,157,(max5 157),true,sat
299131539,CLIA_Track/fg_max5.sl,4786943,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,timeout (wallclock),3599.69,3600.09,488736.0,unsolved,correct,0,(max5 -1), n/a (not all solved),not-run
299131540,CLIA_Track/fg_max5.sl,4786943,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,0.027873,0.027508,113120.0,correct,correct,155,(max5 155),true,sat
299131541,CLIA_Track/fg_max5.sl,4786943,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,0.037587,0.037261,113120.0,correct,correct,157,(max5 157),true,sat
299131542,CLIA_Track/fg_max5.sl,4786943,DryadSynth,12292,autothreads,223920,timeout (wallclock),14274.8,3600.08,4.401704E7,unsolved,correct,0,(max5 -1), n/a (not all solved),not-run
299131543,CLIA_Track/fg_max5.sl,4786943,DryadSynth,12292,default,223921,timeout (wallclock),14264.6,3600.07,4.1602056E7,unsolved,correct,0,(max5 -1), n/a (not all solved),not-run
299131544,CLIA_Track/fg_max5.sl,4786943,DryadSynth,12292,fallback,223922,timeout (wallclock),3602.19,3600.05,3.5900004E7,unsolved,correct,0,(max5 -1), n/a (not all solved),not-run
299131545,CLIA_Track/fg_max5.sl,4786943,DryadSynth,12292,timeout_change,223923,timeout (wallclock),14273.3,3600.05,4.1351304E7,unsolved,correct,0,(max5 -1), n/a (not all solved),not-run
299131546,CLIA_Track/fg_max6.sl,4786944,EUSolver,11893,default,219860,complete,2.28698,2.28897,337404.0,correct,correct,146,(max6 146),true,sat
299131547,CLIA_Track/fg_max6.sl,4786944,EUSolver_new,11898,default,219869,complete,2.22945,2.23038,337912.0,correct,correct,146,(max6 146),true,sat
299131548,CLIA_Track/fg_max6.sl,4786944,Euphony,11902,default,219874,complete,2.41247,2.41323,346096.0,correct,correct,146,(max6 146),true,sat
299131549,CLIA_Track/fg_max6.sl,4786944,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,timeout (wallclock),3599.61,3600.11,526064.0,unsolved,correct,0,(max6 -1), n/a (not all solved),not-run
299131550,CLIA_Track/fg_max6.sl,4786944,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,0.060502,0.0594991,113120.0,correct,correct,242,(max6 242),true,sat
299131551,CLIA_Track/fg_max6.sl,4786944,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,timeout (wallclock),3599.74,3600.01,542880.0,unsolved,correct,0,(max6 -1), n/a (not all solved),not-run
299131552,CLIA_Track/fg_max6.sl,4786944,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,0.041175,0.040611,113120.0,correct,correct,241,(max6 241),true,sat
299131553,CLIA_Track/fg_max6.sl,4786944,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,0.06259,0.0627481,113120.0,correct,correct,242,(max6 242),true,sat
299131554,CLIA_Track/fg_max6.sl,4786944,DryadSynth,12292,autothreads,223920,timeout (wallclock),14241.2,3600.08,4.7694564E7,unsolved,correct,0,(max6 -1), n/a (not all solved),not-run
299131555,CLIA_Track/fg_max6.sl,4786944,DryadSynth,12292,default,223921,timeout (wallclock),14288.5,3600.11,3.999168E7,unsolved,correct,0,(max6 -1), n/a (not all solved),not-run
299131556,CLIA_Track/fg_max6.sl,4786944,DryadSynth,12292,fallback,223922,timeout (wallclock),3601.92,3600.07,3.5917196E7,unsolved,correct,0,(max6 -1), n/a (not all solved),not-run
299131557,CLIA_Track/fg_max6.sl,4786944,DryadSynth,12292,timeout_change,223923,timeout (wallclock),14285.8,3600.04,4.0407968E7,unsolved,correct,0,(max6 -1), n/a (not all solved),not-run
299131558,CLIA_Track/fg_max7.sl,4786945,EUSolver,11893,default,219860,complete,2.54161,2.54271,337528.0,correct,correct,199,(max7 199),true,sat
299131559,CLIA_Track/fg_max7.sl,4786945,EUSolver_new,11898,default,219869,complete,2.60132,2.62434,337788.0,correct,correct,199,(max7 199),true,sat
299131560,CLIA_Track/fg_max7.sl,4786945,Euphony,11902,default,219874,complete,2.74176,2.83975,346152.0,correct,correct,199,(max7 199),true,sat
299131561,CLIA_Track/fg_max7.sl,4786945,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,timeout (wallclock),3599.65,3600.01,528996.0,unsolved,correct,0,(max7 -1), n/a (not all solved),not-run
299131562,CLIA_Track/fg_max7.sl,4786945,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,0.120523,0.119012,113120.0,correct,correct,346,(max7 346),true,sat
299131563,CLIA_Track/fg_max7.sl,4786945,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,timeout (wallclock),3599.36,3600.01,488360.0,unsolved,correct,0,(max7 -1), n/a (not all solved),not-run
299131564,CLIA_Track/fg_max7.sl,4786945,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,0.067833,0.06735,113120.0,correct,correct,346,(max7 346),true,sat
299131565,CLIA_Track/fg_max7.sl,4786945,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,0.122768,0.121877,113120.0,correct,correct,346,(max7 346),true,sat
299131566,CLIA_Track/fg_max7.sl,4786945,DryadSynth,12292,autothreads,223920,timeout (wallclock),14213.3,3600.05,4.7208932E7,unsolved,correct,0,(max7 -1), n/a (not all solved),not-run
299131567,CLIA_Track/fg_max7.sl,4786945,DryadSynth,12292,default,223921,timeout (wallclock),14280.1,3600.04,4.10331E7,unsolved,correct,0,(max7 -1), n/a (not all solved),not-run
299131568,CLIA_Track/fg_max7.sl,4786945,DryadSynth,12292,fallback,223922,timeout (wallclock),3601.79,3600.08,3.5764432E7,unsolved,correct,0,(max7 -1), n/a (not all solved),not-run
299131569,CLIA_Track/fg_max7.sl,4786945,DryadSynth,12292,timeout_change,223923,timeout (wallclock),14289.9,3600.06,4.077914E7,unsolved,correct,0,(max7 -1), n/a (not all solved),not-run
299131570,CLIA_Track/fg_max8.sl,4786946,EUSolver,11893,default,219860,complete,1.92941,1.94481,337652.0,correct,correct,260,(max8 260),true,sat
299131571,CLIA_Track/fg_max8.sl,4786946,EUSolver_new,11898,default,219869,complete,1.99294,1.99304,337652.0,correct,correct,260,(max8 260),true,sat
299131572,CLIA_Track/fg_max8.sl,4786946,Euphony,11902,default,219874,complete,2.13689,2.13708,345628.0,correct,correct,260,(max8 260),true,sat
299131573,CLIA_Track/fg_max8.sl,4786946,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,timeout (wallclock),3600.07,3600.11,505260.0,unsolved,correct,0,(max8 -1), n/a (not all solved),not-run
299131574,CLIA_Track/fg_max8.sl,4786946,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,0.196134,0.194416,113120.0,correct,correct,470,(max8 470),true,sat
299131575,CLIA_Track/fg_max8.sl,4786946,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,timeout (wallclock),3599.41,3600.01,455172.0,unsolved,correct,0,(max8 -1), n/a (not all solved),not-run
299131576,CLIA_Track/fg_max8.sl,4786946,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,0.122365,0.12177,113120.0,correct,correct,470,(max8 470),true,sat
299131577,CLIA_Track/fg_max8.sl,4786946,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,0.198501,0.197099,113120.0,correct,correct,470,(max8 470),true,sat
299131578,CLIA_Track/fg_max8.sl,4786946,DryadSynth,12292,autothreads,223920,timeout (wallclock),14231.3,3600.06,4.2612324E7,unsolved,correct,0,(max8 -1), n/a (not all solved),not-run
299131579,CLIA_Track/fg_max8.sl,4786946,DryadSynth,12292,default,223921,timeout (wallclock),14295.8,3600.04,3.9459464E7,unsolved,correct,0,(max8 -1), n/a (not all solved),not-run
299131580,CLIA_Track/fg_max8.sl,4786946,DryadSynth,12292,fallback,223922,timeout (wallclock),3602.13,3600.03,3.575776E7,unsolved,correct,0,(max8 -1), n/a (not all solved),not-run
299131581,CLIA_Track/fg_max8.sl,4786946,DryadSynth,12292,timeout_change,223923,timeout (wallclock),14284.2,3600.04,4.0874556E7,unsolved,correct,0,(max8 -1), n/a (not all solved),not-run
299131582,CLIA_Track/fg_max9.sl,4786947,EUSolver,11893,default,219860,complete,3.34738,3.41083,337880.0,correct,correct,329,(max9 329),true,sat
299131583,CLIA_Track/fg_max9.sl,4786947,EUSolver_new,11898,default,219869,complete,3.41171,3.4146,337880.0,correct,correct,329,(max9 329),true,sat
299131584,CLIA_Track/fg_max9.sl,4786947,Euphony,11902,default,219874,complete,2.83924,6.96307,346148.0,correct,correct,329,(max9 329),true,sat
299131585,CLIA_Track/fg_max9.sl,4786947,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,timeout (wallclock),3599.62,3600.01,458032.0,unsolved,correct,0,(max9 -1), n/a (not all solved),not-run
299131586,CLIA_Track/fg_max9.sl,4786947,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,0.376092,0.373857,113120.0,correct,correct,616,(max9 616),true,sat
299131587,CLIA_Track/fg_max9.sl,4786947,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,timeout (wallclock),3599.61,3600.1,482828.0,unsolved,correct,0,(max9 -1), n/a (not all solved),not-run
299131588,CLIA_Track/fg_max9.sl,4786947,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,0.23084,0.229379,113120.0,correct,correct,613,(max9 613),true,sat
299131589,CLIA_Track/fg_max9.sl,4786947,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,0.379298,0.37764,113120.0,correct,correct,616,(max9 616),true,sat
299131590,CLIA_Track/fg_max9.sl,4786947,DryadSynth,12292,autothreads,223920,timeout (wallclock),14253.1,3600.06,4.1499444E7,unsolved,correct,0,(max9 -1), n/a (not all solved),not-run
299131591,CLIA_Track/fg_max9.sl,4786947,DryadSynth,12292,default,223921,timeout (wallclock),14277.8,3600.05,4.0405864E7,unsolved,correct,0,(max9 -1), n/a (not all solved),not-run
299131592,CLIA_Track/fg_max9.sl,4786947,DryadSynth,12292,fallback,223922,timeout (wallclock),3601.74,3600.06,3.5631048E7,unsolved,correct,0,(max9 -1), n/a (not all solved),not-run
299131593,CLIA_Track/fg_max9.sl,4786947,DryadSynth,12292,timeout_change,223923,timeout (wallclock),14263.3,3600.06,3.971086E7,unsolved,correct,0,(max9 -1), n/a (not all solved),not-run
299131594,CLIA_Track/fg_mpg_example1.sl,4786948,EUSolver,11893,default,219860,complete,0.809156,0.8116,337684.0,correct,correct,46,(ex 46),true,sat
299131595,CLIA_Track/fg_mpg_example1.sl,4786948,EUSolver_new,11898,default,219869,complete,0.902739,0.921524,337428.0,correct,correct,46,(ex 46),true,sat
299131596,CLIA_Track/fg_mpg_example1.sl,4786948,Euphony,11902,default,219874,complete,1.0009,1.00217,342856.0,correct,correct,46,(ex 46),true,sat
299131597,CLIA_Track/fg_mpg_example1.sl,4786948,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,timeout (wallclock),3599.64,3600.01,384436.0,unsolved,correct,0,(ex -1), n/a (not all solved),not-run
299131598,CLIA_Track/fg_mpg_example1.sl,4786948,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,0.016557,0.015355,113120.0,correct,correct,38,(ex 38),true,sat
299131599,CLIA_Track/fg_mpg_example1.sl,4786948,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,timeout (wallclock),3599.73,3600.1,400908.0,unsolved,correct,0,(ex -1), n/a (not all solved),not-run
299131600,CLIA_Track/fg_mpg_example1.sl,4786948,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,0.019357,0.0268489,113120.0,correct,correct,38,(ex 38),true,sat
299131601,CLIA_Track/fg_mpg_example1.sl,4786948,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,0.017539,0.0179171,113120.0,correct,correct,38,(ex 38),true,sat
299131602,CLIA_Track/fg_mpg_example1.sl,4786948,DryadSynth,12292,autothreads,223920,complete,37.519,16.5843,3.7475668E7,correct,correct,21,(ex 21),true,sat
299131603,CLIA_Track/fg_mpg_example1.sl,4786948,DryadSynth,12292,default,223921,complete,5.55623,5.69952,3.6159552E7,correct,correct,21,(ex 21),true,sat
299131604,CLIA_Track/fg_mpg_example1.sl,4786948,DryadSynth,12292,fallback,223922,complete,1.41102,0.996496,3.5626688E7,correct,correct,21,(ex 21),true,sat
299131605,CLIA_Track/fg_mpg_example1.sl,4786948,DryadSynth,12292,timeout_change,223923,complete,8.18474,2.92098,3.635616E7,correct,correct,21,(ex 21),true,sat
299131606,CLIA_Track/fg_mpg_example2.sl,4786949,EUSolver,11893,default,219860,complete,1.93441,1.9565,337532.0,correct,correct,339,(eq1 339),true,sat
299131607,CLIA_Track/fg_mpg_example2.sl,4786949,EUSolver_new,11898,default,219869,complete,1.83145,1.83273,337788.0,correct,correct,339,(eq1 339),true,sat
299131608,CLIA_Track/fg_mpg_example2.sl,4786949,Euphony,11902,default,219874,complete,2.03068,2.03478,345768.0,correct,correct,339,(eq1 339),true,sat
299131609,CLIA_Track/fg_mpg_example2.sl,4786949,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,timeout (wallclock),3599.54,3600.01,456524.0,unsolved,correct,0,(eq1 -1), n/a (not all solved),not-run
299131610,CLIA_Track/fg_mpg_example2.sl,4786949,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,0.022009,0.021371,113120.0,correct,correct,219,(eq1 219),true,sat
299131611,CLIA_Track/fg_mpg_example2.sl,4786949,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,timeout (wallclock),3599.95,3600.01,459904.0,unsolved,correct,0,(eq1 -1), n/a (not all solved),not-run
299131612,CLIA_Track/fg_mpg_example2.sl,4786949,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,0.023347,0.0228679,113120.0,correct,correct,219,(eq1 219),true,sat
299131613,CLIA_Track/fg_mpg_example2.sl,4786949,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,0.027585,0.046396,113096.0,correct,correct,219,(eq1 219),true,sat
299131614,CLIA_Track/fg_mpg_example2.sl,4786949,DryadSynth,12292,autothreads,223920,timeout (wallclock),8798.03,3600.07,5.4380788E7,unsolved,correct,0,(eq1 -1), n/a (not all solved),not-run
299131615,CLIA_Track/fg_mpg_example2.sl,4786949,DryadSynth,12292,default,223921,timeout (wallclock),14266.0,3600.08,4.6349776E7,unsolved,correct,0,(eq1 -1), n/a (not all solved),not-run
299131616,CLIA_Track/fg_mpg_example2.sl,4786949,DryadSynth,12292,fallback,223922,timeout (wallclock),3603.1,3600.03,3.63927E7,unsolved,correct,0,(eq1 -1), n/a (not all solved),not-run
299131617,CLIA_Track/fg_mpg_example2.sl,4786949,DryadSynth,12292,timeout_change,223923,timeout (wallclock),14265.5,3600.09,4.4518676E7,unsolved,correct,0,(eq1 -1), n/a (not all solved),not-run
299131618,CLIA_Track/fg_mpg_example3.sl,4786950,EUSolver,11893,default,219860,complete,3.11652,3.11796,337880.0,correct,correct,1708,(eq2 1708),true,sat
299131619,CLIA_Track/fg_mpg_example3.sl,4786950,EUSolver_new,11898,default,219869,complete,3.09585,3.09865,337884.0,correct,correct,1708,(eq2 1708),true,sat
299131620,CLIA_Track/fg_mpg_example3.sl,4786950,Euphony,11902,default,219874,complete,3.20346,3.20581,345100.0,correct,correct,1708,(eq2 1708),true,sat
299131621,CLIA_Track/fg_mpg_example3.sl,4786950,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_Strings,223911,timeout (wallclock),3599.42,3600.01,396940.0,unsolved,correct,0,(eq2 -1), n/a (not all solved),not-run
299131622,CLIA_Track/fg_mpg_example3.sl,4786950,CVC4-061117-sygus-comp-2017,12289,sygus_c_CLIA,223912,complete,0.038679,0.0363071,113120.0,correct,correct,391,(eq2 391),true,sat
299131623,CLIA_Track/fg_mpg_example3.sl,4786950,CVC4-061117-sygus-comp-2017,12289,sygus_c_PBE_BitVec,223913,timeout (wallclock),3599.56,3600.02,552064.0,unsolved,correct,0,(eq2 -1), n/a (not all solved),not-run
299131624,CLIA_Track/fg_mpg_example3.sl,4786950,CVC4-061117-sygus-comp-2017,12289,sygus_c_INV,223914,complete,0.029115,0.0279461,113120.0,correct,correct,397,(eq2 397),true,sat
299131625,CLIA_Track/fg_mpg_example3.sl,4786950,CVC4-061117-sygus-comp-2017,12289,sygus_c_GENERAL,223915,complete,0.039988,0.0396921,113120.0,correct,correct,391,(eq2 391),true,sat
